s_FAN_CTRL,s_FAN_CTRL__type,s_FCU_CLG_EWT,s_FCU_CLG_EWT__type,s_FCU_CLG_GPM,s_FCU_CLG_GPM__type,s_FCU_CLG_RWT,s_FCU_CLG_RWT__type,s_FCU_CTRL,s_FCU_CTRL__type,s_FCU_CVLV_DM,s_FCU_CVLV_DM__type,s_FCU_CVLV,s_FCU_CVLV__type,s_FCU_DAT,s_FCU_DAT__type,s_FCU_DA_CFM,s_FCU_DA_CFM__type,s_FCU_DA_HUMD,s_FCU_DA_HUMD__type,s_FCU_DMPR_DM,s_FCU_DMPR_DM__type,s_FCU_DMPR,s_FCU_DMPR__type,s_FCU_HTG_EWT,s_FCU_HTG_EWT__type,s_FCU_HTG_GPM,s_FCU_HTG_GPM__type,s_FCU_HTG_RWT,s_FCU_HTG_RWT__type,s_FCU_HVLV_DM,s_FCU_HVLV_DM__type,s_FCU_HVLV,s_FCU_HVLV__type,s_FCU_MAT,s_FCU_MAT__type,s_FCU_MA_HUMD,s_FCU_MA_HUMD__type,s_FCU_OAT,s_FCU_OAT__type,s_FCU_OA_CFM,s_FCU_OA_CFM__type,s_FCU_OA_HUMD,s_FCU_OA_HUMD__type,s_FCU_RAT,s_FCU_RAT__type,s_FCU_RA_HUMD,s_FCU_RA_HUMD__type,s_FCU_SPD,s_FCU_SPD__type,s_FCU_WAT,s_FCU_WAT__type,s_RMCLGSPT,s_RMCLGSPT__type,s_RMHTGSPT,s_RMHTGSPT__type,s_RM_TEMP,s_RM_TEMP__type
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,56.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,199.0,fcu,65.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,53.0,fcu,18.0,fcu,26.0,fcu,67.0,fcu,65.0,fcu,34.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,56.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,61.0,fcu,199.0,fcu,68.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,60.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,52.0,fcu,15.0,fcu,26.0,fcu,57.0,fcu,65.0,fcu,33.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,55.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,199.0,fcu,66.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,54.0,fcu,13.0,fcu,26.0,fcu,62.0,fcu,65.0,fcu,34.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,176.0,fcu,64.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,55.0,fcu,49.0,fcu,32.0,fcu,23.0,fcu,67.0,fcu,68.0,fcu,37.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,52.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,52.0,fcu,0.0,fcu,89.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,52.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,55.0,fcu,34.0,fcu,1.0,fcu,59.0,fcu,66.0,fcu,44.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,66.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,50.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,51.0,fcu,0.0,fcu,94.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,51.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,45.0,fcu,35.0,fcu,1.0,fcu,62.0,fcu,65.0,fcu,33.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,179.0,fcu,64.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,45.0,fcu,32.0,fcu,23.0,fcu,74.0,fcu,67.0,fcu,33.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,67.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,157.0,fcu,61.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,57.0,fcu,62.0,fcu,35.0,fcu,21.0,fcu,90.0,fcu,68.0,fcu,50.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,64.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,65.0,fcu,164.0,fcu,56.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,65.0,FCU_HWV,0.0,fcu,0.0,fcu,61.0,fcu,69.0,fcu,45.0,fcu,21.0,fcu,95.0,fcu,70.0,fcu,58.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,70.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,63.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,65.0,fcu,156.0,fcu,58.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,64.0,FCU_HWV,0.0,fcu,0.0,fcu,58.0,fcu,61.0,fcu,38.0,fcu,20.0,fcu,91.0,fcu,70.0,fcu,48.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,70.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,62.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,153.0,fcu,60.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,57.0,fcu,63.0,fcu,36.0,fcu,20.0,fcu,93.0,fcu,69.0,fcu,49.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,51.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,52.0,fcu,0.0,fcu,89.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,52.0,FCU_HWV,0.0,fcu,0.0,fcu,49.0,fcu,76.0,fcu,34.0,fcu,1.0,fcu,83.0,fcu,64.0,fcu,60.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,64.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,48.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,48.0,fcu,0.0,fcu,99.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,48.0,FCU_HWV,0.0,fcu,0.0,fcu,49.0,fcu,65.0,fcu,37.0,fcu,1.0,fcu,85.0,fcu,61.0,fcu,50.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,61.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,58.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,199.0,fcu,65.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,43.0,fcu,33.0,fcu,26.0,fcu,73.0,fcu,65.0,fcu,34.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,179.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,46.0,fcu,31.0,fcu,23.0,fcu,68.0,fcu,68.0,fcu,35.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,64.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,192.0,fcu,58.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,64.0,FCU_HWV,0.0,fcu,0.0,fcu,60.0,fcu,45.0,fcu,42.0,fcu,25.0,fcu,61.0,fcu,70.0,fcu,37.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,70.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,199.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,57.0,fcu,50.0,fcu,33.0,fcu,26.0,fcu,85.0,fcu,68.0,fcu,39.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,199.0,fcu,64.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,57.0,fcu,53.0,fcu,34.0,fcu,26.0,fcu,88.0,fcu,67.0,fcu,42.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,67.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,48.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,49.0,fcu,0.0,fcu,95.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,49.0,FCU_HWV,0.0,fcu,0.0,fcu,45.0,fcu,61.0,fcu,28.0,fcu,1.0,fcu,69.0,fcu,62.0,fcu,48.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,62.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,44.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,44.0,fcu,0.0,fcu,100.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,44.0,FCU_HWV,0.0,fcu,0.0,fcu,44.0,fcu,56.0,fcu,30.0,fcu,1.0,fcu,81.0,fcu,57.0,fcu,40.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,57.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,55.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,231.0,fcu,64.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,51.0,fcu,48.0,fcu,18.0,fcu,28.0,fcu,69.0,fcu,63.0,fcu,33.0,fcu,6.0,FCU_FAN,2.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,63.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,58.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,155.0,fcu,65.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,52.0,fcu,55.0,fcu,26.0,fcu,20.0,fcu,68.0,fcu,67.0,fcu,38.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,67.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,177.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,47.0,fcu,30.0,fcu,23.0,fcu,67.0,fcu,69.0,fcu,37.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,150.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,54.0,fcu,49.0,fcu,29.0,fcu,20.0,fcu,63.0,fcu,68.0,fcu,37.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,62.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,181.0,fcu,59.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,64.0,FCU_HWV,0.0,fcu,0.0,fcu,58.0,fcu,51.0,fcu,36.0,fcu,23.0,fcu,74.0,fcu,69.0,fcu,40.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,53.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,53.0,fcu,0.0,fcu,85.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,53.0,FCU_HWV,0.0,fcu,0.0,fcu,50.0,fcu,63.0,fcu,35.0,fcu,1.0,fcu,74.0,fcu,65.0,fcu,49.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,65.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,50.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,49.0,fcu,0.0,fcu,96.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,49.0,FCU_HWV,0.0,fcu,0.0,fcu,51.0,fcu,56.0,fcu,40.0,fcu,1.0,fcu,76.0,fcu,62.0,fcu,41.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,62.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,199.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,57.0,fcu,46.0,fcu,37.0,fcu,26.0,fcu,75.0,fcu,66.0,fcu,36.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,66.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,168.0,fcu,64.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,54.0,fcu,43.0,fcu,27.0,fcu,22.0,fcu,53.0,fcu,68.0,fcu,32.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,68.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,62.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,186.0,fcu,59.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,64.0,FCU_HWV,0.0,fcu,0.0,fcu,58.0,fcu,41.0,fcu,36.0,fcu,24.0,fcu,56.0,fcu,69.0,fcu,34.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,153.0,fcu,60.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,41.0,fcu,31.0,fcu,20.0,fcu,57.0,fcu,69.0,fcu,32.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,175.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,56.0,fcu,39.0,fcu,29.0,fcu,23.0,fcu,56.0,fcu,69.0,fcu,30.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,69.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,52.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,52.0,fcu,0.0,fcu,89.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,52.0,FCU_HWV,0.0,fcu,0.0,fcu,52.0,fcu,48.0,fcu,37.0,fcu,1.0,fcu,59.0,fcu,67.0,fcu,37.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,67.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,59.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,58.0,fcu,0.0,fcu,73.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,58.0,FCU_HWV,0.0,fcu,0.0,fcu,60.0,fcu,39.0,fcu,54.0,fcu,1.0,fcu,50.0,fcu,67.0,fcu,32.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,67.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,64.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,63.0,fcu,191.0,fcu,60.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,63.0,FCU_HWV,0.0,fcu,0.0,fcu,66.0,fcu,49.0,fcu,61.0,fcu,25.0,fcu,57.0,fcu,70.0,fcu,46.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,70.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,62.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,61.0,fcu,163.0,fcu,65.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,65.0,fcu,45.0,fcu,53.0,fcu,21.0,fcu,47.0,fcu,72.0,fcu,42.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,72.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,181.0,fcu,65.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,58.0,fcu,34.0,fcu,35.0,fcu,24.0,fcu,46.0,fcu,71.0,fcu,27.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,71.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,61.0,fcu,193.0,fcu,66.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,61.0,FCU_HWV,0.0,fcu,0.0,fcu,59.0,fcu,35.0,fcu,39.0,fcu,25.0,fcu,49.0,fcu,70.0,fcu,28.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,70.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,60.0,fcu,194.0,fcu,69.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,60.0,FCU_HWV,0.0,fcu,0.0,fcu,65.0,fcu,37.0,fcu,54.0,fcu,25.0,fcu,44.0,fcu,71.0,fcu,33.0,fcu,5.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,71.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,63.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,0.0,fcu,62.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,64.0,fcu,36.0,fcu,56.0,fcu,1.0,fcu,34.0,fcu,73.0,fcu,34.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,73.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,62.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,62.0,fcu,0.0,fcu,63.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,62.0,FCU_HWV,0.0,fcu,0.0,fcu,63.0,fcu,40.0,fcu,55.0,fcu,1.0,fcu,54.0,fcu,71.0,fcu,29.0,fcu,0.0,FCU_FAN,0.0,FCU_FAN,85.0,fcu_zone,55.0,fcu_zone,71.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,64.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,64.0,fcu,156.0,fcu,60.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,64.0,FCU_HWV,0.0,fcu,0.0,fcu,65.0,fcu,48.0,fcu,52.0,fcu,20.0,fcu,68.0,fcu,72.0,fcu,38.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,72.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,59.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,58.0,fcu,156.0,fcu,73.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,58.0,FCU_HWV,0.0,fcu,0.0,fcu,61.0,fcu,43.0,fcu,44.0,fcu,20.0,fcu,50.0,fcu,71.0,fcu,36.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,71.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,59.0,fcu,160.0,fcu,71.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,59.0,FCU_HWV,0.0,fcu,0.0,fcu,63.0,fcu,44.0,fcu,52.0,fcu,21.0,fcu,52.0,fcu,71.0,fcu,37.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,71.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,61.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,60.0,fcu,157.0,fcu,67.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,60.0,FCU_HWV,0.0,fcu,0.0,fcu,64.0,fcu,60.0,fcu,49.0,fcu,21.0,fcu,84.0,fcu,72.0,fcu,50.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,72.0,fcu_zone
1.0,fcu_zone,45.0,FCU_CWC,0.0,FCU_CWC,60.0,FCU_CWC,2.0,fcu_zone,0.0,fcu,0.0,fcu,60.0,fcu,153.0,fcu,69.0,fcu,0.0,FCU_OD,0.0,FCU_OD,120.0,FCU_HWV,0.0,FCU_HWV,60.0,FCU_HWV,0.0,fcu,0.0,fcu,61.0,fcu,50.0,fcu,44.0,fcu,20.0,fcu,61.0,fcu,71.0,fcu,42.0,fcu,4.0,FCU_FAN,1.0,FCU_FAN,79.0,fcu_zone,62.0,fcu_zone,71.0,fcu_zone
